404,0,399
405,0,54
405,1,55
406,0,141
406,1,140
406,2,142
407,0,54
407,1,55
408,0,406
408,1,405
409,0,72
409,1,71
409,2,70
410,0,366
410,1,367
411,0,413
411,1,412
412,0,184
412,1,183
413,0,186
413,1,185
414,0,248
415,0,250
415,1,249
416,0,414
417,0,414
418,0,250
418,1,249
419,0,336
420,0,422
420,1,421
421,0,420
422,0,239
422,1,238
